concept,source,n_words,zipf_head,zipf_min,conc,aoa,wn_senses,wn_depth,ev_frac_llama8b,val_r_llama8b,ev_frac_falcon3b,val_r_falcon3b
actuary,personalities,1,2.5,2.5,,17.27,1,9.0,0.7231991670785411,0.9956602358048962,0.6367870413121723,0.9893184417770022
aesthetician,personalities,1,1.66,1.66,3.31,,2,10.0,0.7029194968842691,0.9961607859980676,0.5517661592790059,0.9900116494723729
algebraic geometer,personalities,2,1.63,1.63,3.71,,1,9.0,0.6858471377241996,0.9961998981814231,0.6624648833558673,0.991424214272272
algebraic topologist,personalities,2,0.0,0.0,3.67,,0,,0.6488702165022973,0.9960255026817322,0.6733377086264747,0.9908560514450073
algebraist,personalities,1,1.05,1.05,,,1,9.0,0.6858111562267426,0.9956002235412598,0.6569153801316306,0.9899389374823797
algorithm designer,personalities,2,4.42,4.02,3.78,9.05,5,9.0,0.6902020953355297,0.9948543906211853,0.6721382460423878,0.990349911508106
algorithmic game theorist,personalities,3,3.16,2.77,2.54,11.84,1,8.0,0.677013952405222,0.9955279461799129,0.6811477683839344,0.9909101355643499
anthropologist,personalities,1,3.16,3.16,4.0,12.56,1,9.0,0.7284297294193699,0.9962673725620392,0.696843642564047,0.9901995176360721
archaeologist,personalities,1,3.12,3.12,4.45,9.68,1,10.0,0.7492355127488414,0.9962582703559629,0.6876937789576394,0.9894832826796032
artificial intelligence researcher,personalities,3,3.92,3.92,3.81,10.22,1,8.0,0.6986339611391867,0.9950688308285128,0.618657091543788,0.9901054019019717
astrophysicist,personalities,1,2.62,2.62,4.07,13.06,1,10.0,0.7148269102458031,0.9959252611283334,0.6138759858551479,0.9912617547171456
bayesian statistician,personalities,2,2.87,2.87,3.88,12.65,2,9.0,0.67041818917759,0.9960690659861411,0.6786618488175529,0.9920090153103783
behavioral economist,personalities,2,3.87,3.86,3.25,12.32,1,9.0,0.6495494698324511,0.9958696596084102,0.7131555037839072,0.990122758206867
behavioral scientist,personalities,2,4.21,3.86,4.24,6.89,1,7.0,0.6572039588805167,0.9957490755665687,0.6046748047783261,0.9901366915021624
bioinformatician,personalities,1,1.12,1.12,,,0,,0.7277261268708014,0.9954219845033461,0.5401026954253515,0.9919069835117885
biostatistician,personalities,1,1.56,1.56,,,0,,0.694767405429194,0.995325663397389,0.6379558990399042,0.9909639869417463
category theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6748553423150894,0.9963551894310982,0.6531327423595247,0.9902866596267337
classical philologist,personalities,2,2.09,2.09,,14.5,1,10.0,0.693537212908268,0.9969557427590893,0.5897800922393799,0.9913914288793292
climate scientist,personalities,2,4.21,4.21,4.24,6.89,1,7.0,0.7038382887840271,0.9941426573261138,0.6556840638319651,0.9910944104194641
cognitive neuroscientist,personalities,2,2.7,2.7,4.0,14.11,1,10.0,0.6962373261490176,0.9960668433097101,0.6391899152880623,0.9912367179280236
cognitive scientist,personalities,2,4.21,4.11,4.24,6.89,1,7.0,0.7083150191653159,0.9955798772073561,0.6292864878972372,0.9902836822328114
combinatorial optimization researcher,personalities,3,3.92,2.66,3.81,10.22,1,8.0,0.6882964125083338,0.9956284646065005,0.7630781148161206,0.9921020950589862
comparative literature scholar,personalities,3,3.96,3.77,3.5,10.37,3,9.0,0.7300001925999119,0.9967851561884726,0.669283382949375,0.9907137666429792
complex systems scientist,personalities,3,4.21,4.21,4.24,6.89,1,7.0,0.7002839109589977,0.9957554859499778,0.6385636173543476,0.9904167708896455
complexity theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6811644737758944,0.9959819278409404,0.6430597205956777,0.990818685009366
computational biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.745907288405203,0.995694596921244,0.7116222147430692,0.9907083482969374
computational linguist,personalities,2,2.87,2.87,3.72,13.82,2,8.0,0.643783817368169,0.9958963509528868,0.6421182183992296,0.9916701061385018
computational neuroscientist,personalities,2,2.7,2.7,4.0,14.11,1,10.0,0.7330331350526502,0.9956337617289636,0.6746922844932193,0.9914058361734662
condensed matter physicist,personalities,3,3.42,3.4,4.26,12.9,1,8.0,0.7288867763934597,0.9963597866796678,0.7049248261111123,0.9917146932511103
control theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6726144081161868,0.9960056024212991,0.6512736550399235,0.9897779680433727
cosmologist,personalities,1,1.9,1.9,4.18,12.41,1,10.0,0.7221585877480046,0.9956855293243162,0.5964587472733998,0.9899416338829767
cryptographer,personalities,1,1.89,1.89,3.61,14.73,1,9.0,0.6777301560486516,0.9955945399499708,0.66805471267019,0.9893916703405834
cybersecurity specialist,personalities,2,4.28,3.35,3.0,10.05,2,12.0,0.5656428053494422,0.9944636706382998,0.6562797540710086,0.9899149253254845
data scientist,personalities,2,4.21,4.21,4.24,6.89,1,7.0,0.6603473804650768,0.9945293068885803,0.6341322937182018,0.9896236856778463
demographer,personalities,1,1.98,1.98,3.13,,1,10.0,0.7065413315449992,0.9951612103369928,0.662224238827115,0.9896951289404006
developmental psychologist,personalities,2,3.8,3.78,4.33,11.77,1,8.0,0.7236446872834237,0.9962551613007823,0.6178698724224454,0.9909847066515968
differential geometer,personalities,2,1.63,1.63,3.71,,1,9.0,0.7143297906844847,0.9965028724362773,0.6246416859683537,0.9909058667364574
dynamical systems theorist,personalities,3,3.16,2.91,2.54,11.84,1,8.0,0.7082193815900434,0.9956177607659371,0.6443826854228973,0.9915658178783598
ecologist,personalities,1,2.67,2.67,3.68,12.65,1,9.0,0.7489194422960281,0.995612254065852,0.6487330836909158,0.989859626406715
economic historian,personalities,2,3.9,3.9,3.9,11.58,1,9.0,0.6986029960455433,0.9953854410879074,0.7051824274517241,0.9901610329037621
epidemiologist,personalities,1,2.49,2.49,3.58,15.6,1,9.0,0.7171967572742893,0.9958565023637587,0.6259795966602507,0.9907106984229315
epigeneticist,personalities,1,0.0,0.0,,,0,,0.7247016790413088,0.9959712547640647,0.6154789002168746,0.9909476183709645
epistemologist,personalities,1,1.07,1.07,,,1,10.0,0.6453110811210447,0.9961168535294072,0.6041079706379345,0.9899930556615194
ethicist,personalities,1,2.05,2.05,2.52,,1,10.0,0.6123999328382553,0.9954330402035867,0.621614410054116,0.9898806129183088
evolutionary biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.7482738273759042,0.9962119729288162,0.6522129589603061,0.9908885870661054
evolutionary geneticist,personalities,2,2.61,2.61,3.67,13.76,1,9.0,0.7416448583525996,0.9963095053549735,0.6785400112469991,0.9909410306385585
experimental physicist,personalities,2,3.42,3.42,4.26,12.9,1,8.0,0.7391789161389873,0.9960992086318231,0.6676648358503977,0.9910259218443007
forensic scientist,personalities,2,4.21,3.75,4.24,6.89,1,7.0,0.7106192568617482,0.996353433978173,0.6281699524039314,0.9904564250083197
functional analyst,personalities,2,4.03,4.03,4.23,11.75,3,14.0,0.6613909376244391,0.9959915068841749,0.6623299320538839,0.9900895555814108
genomicist,personalities,1,0.0,0.0,,,0,,0.7224095079206652,0.9958130871095965,0.6971716795648847,0.9907316991261074
geometric group theorist,personalities,3,3.16,3.16,2.54,11.84,1,8.0,0.6416526941522476,0.9962137322272023,0.7045872466904777,0.9922757886704945
geophysicist,personalities,1,2.11,2.11,4.41,,1,9.0,0.7205341294888528,0.9957586257688461,0.6256160863808223,0.9912570942015875
graph theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6857464500973302,0.995358117165104,0.7071551361254284,0.9914180409340632
high-energy particle physicist,personalities,3,3.42,3.42,4.26,12.9,1,8.0,0.7354120232405201,0.9967404507821606,0.7046207430816832,0.9921217021488008
historian of science,personalities,3,5.12,3.9,2.79,7.32,2,7.0,0.6980629755604651,0.9963335202586266,0.6312526428983325,0.9901173597290402
homotopy theorist,personalities,2,3.16,2.18,2.54,11.84,1,8.0,0.6688579811203864,0.9962010537424395,0.616997684041659,0.991805442741939
information theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.7007842626302473,0.9953552696012682,0.6567044456799825,0.9895180520557222
legal theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6409679175384583,0.9963572775163958,0.6554085243315924,0.9897735572996593
linguist,personalities,1,2.87,2.87,3.72,13.82,2,8.0,0.6164439690689887,0.9957942655009608,0.6684829848153251,0.989724664461045
logician,personalities,1,2.13,2.13,,,1,8.0,0.6785630857752215,0.9958581616801601,0.6203600061791283,0.9892807319050744
machine learning theorist,personalities,3,3.16,3.16,2.54,11.84,1,8.0,0.7034647580116026,0.9950445659698979,0.6928666773296538,0.9904918982869103
materials scientist,personalities,2,4.21,4.21,4.24,6.89,1,7.0,0.7258485007670618,0.9956411719322205,0.6590222404116676,0.990426846912929
mathematical biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.7474418753577817,0.9957420691367118,0.7163745675768171,0.9903486257507688
mathematical logician,personalities,2,2.13,2.13,,,1,8.0,0.6843875002476477,0.9953904613371818,0.6658037191345578,0.9896099964777628
medievalist,personalities,1,1.68,1.68,3.32,,0,,0.7572142919225078,0.9964705013459728,0.5882171520165035,0.9905393208776202
metabolomics researcher,personalities,2,3.92,1.81,3.81,10.22,1,8.0,0.7463242901909736,0.9962210559075878,0.6436404649700437,0.9912549086979457
metaphysician,personalities,1,1.67,1.67,3.42,15.45,0,,0.6718466353993262,0.9961924745190528,0.5082708455267406,0.9903136491775513
molecular biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.7607387549454167,0.9959944775027614,0.6645520130793253,0.9905905979020255
nuclear physicist,personalities,2,3.42,3.42,4.26,12.9,1,8.0,0.745588902984896,0.9960366891276452,0.6486813575029373,0.9911588685853141
number theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6550505355961861,0.9954030532990733,0.718739268325624,0.9903607396852403
oceanographer,personalities,1,2.29,2.29,3.97,12.74,1,8.0,0.7343788286370616,0.9957558724188036,0.6394739576748439,0.9898642755690075
optical physicist,personalities,2,3.42,3.42,4.26,12.9,1,8.0,0.7606071377954176,0.9960423208052113,0.6195774624745051,0.9910231942222232
optimization theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.714821804915705,0.995686786790048,0.6592708928954034,0.9899790514083135
paleontologist,personalities,1,2.52,2.52,4.62,12.5,1,8.0,0.7505098941826052,0.9958900540105758,0.6264660017830985,0.9908795981180101
pharmacogenomicist,personalities,1,0.0,0.0,,,0,,0.7242901522305704,0.9957158911612726,0.7040757877486092,0.9916584094365438
philosopher,personalities,1,3.72,3.72,3.63,11.63,2,9.0,0.6464818797765239,0.9963259543142011,0.6300975687447048,0.9890014926592509
planetary scientist,personalities,2,4.21,3.56,4.24,6.89,1,7.0,0.7076793010196378,0.995774547899923,0.6705900572595143,0.9906848697435289
plasma physicist,personalities,2,3.42,3.42,4.26,12.9,1,8.0,0.7310184523943932,0.9959452979026302,0.648272054536002,0.9909310170582363
political scientist,personalities,2,4.21,4.21,4.24,6.89,1,7.0,0.6895676572476664,0.9951953580302577,0.6190134641670045,0.9902893588656471
political theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6689818746620609,0.9957909564818105,0.604781051831586,0.9905265143939427
proof theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6541971554679256,0.9959347286532002,0.6127656577598481,0.9903565900666373
proteomics researcher,personalities,2,3.92,2.37,3.81,10.22,1,8.0,0.7436106921203675,0.9963063578451833,0.6995051687672025,0.9910640773319063
psycholinguist,personalities,1,0.0,0.0,,,1,9.0,0.6500712349530189,0.9963822787807833,0.6737585599933352,0.9912162508283343
quantum chemist,personalities,2,3.51,3.51,4.24,8.94,2,10.0,0.727364236789365,0.9963212051699238,0.709179033835729,0.9916950719697135
quantum information scientist,personalities,3,4.21,4.07,4.24,6.89,1,7.0,0.7080595906703703,0.9960169446083807,0.6688551689897265,0.9918082129387629
renaissance scholar,personalities,2,3.96,3.87,3.5,10.37,3,9.0,0.7185803940219264,0.9968684431045286,0.54948186590558,0.990299642086029
robotics engineer,personalities,2,4.5,3.53,4.64,9.89,4,7.0,0.7489175061064381,0.9956177011612923,0.6330564518769582,0.9899009891918727
seismologist,personalities,1,1.92,1.92,4.04,13.0,1,10.0,0.7375440924398361,0.9958095089081795,0.597630460347448,0.9909933067503429
semiotician,personalities,1,0.0,0.0,,,1,9.0,0.6419401937915433,0.9960814406794887,0.6335836414779935,0.9906625265166873
set theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6939811567145009,0.9953973543259406,0.7183716779663449,0.9899318842660814
social network analyst,personalities,3,4.03,4.03,4.23,11.75,3,14.0,0.66384994599127,0.9956633852374169,0.6314765981265477,0.9901242256164551
sociologist,personalities,1,3.04,3.04,3.96,12.44,1,9.0,0.698535886503035,0.9956519526820029,0.7046212383678981,0.9893055047307696
software engineer,personalities,2,4.5,4.5,4.64,9.89,4,7.0,0.6917230587813162,0.9954121112823486,0.6318257848421732,0.9898160639263335
solid state chemist,personalities,3,3.51,3.51,4.24,8.94,2,10.0,0.7022220872102245,0.9962374221894049,0.7137719073465892,0.9908483851523626
statistical physicist,personalities,2,3.42,3.42,4.26,12.9,1,8.0,0.7192156050474413,0.9958889753587784,0.6501175172272182,0.9912637954666501
statistical theorist,personalities,2,3.16,3.16,2.54,11.84,1,8.0,0.6759643670051328,0.9956509451712331,0.6368297948723748,0.9901772964568365
structural biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.7712201735665721,0.9963311014636871,0.7226072989758991,0.9904476375806899
synthetic biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.7436552739912464,0.9959915857161245,0.6528473155839103,0.9894098213740757
systems biologist,personalities,2,3.35,3.35,3.96,10.9,1,8.0,0.7859950113681055,0.9961684134698683,0.6548647696063632,0.9907208397274926
theoretical computer scientist,personalities,3,4.21,4.01,4.24,6.89,1,7.0,0.7172083210560584,0.9957729347290531,0.6921527683734894,0.9903111202376229
theoretical physicist,personalities,2,3.42,3.42,4.26,12.9,1,8.0,0.7323748877932948,0.9961264979454779,0.6118156711260477,0.991024394830068
topologist,personalities,1,0.0,0.0,3.67,,0,,0.7112202550615033,0.996069606273405,0.6318435839244297,0.9893410688354856
aggressive,moods,1,4.32,4.32,2.54,8.32,3,,0.6097852116630923,0.995678101816485,0.5998906663485936,0.9879111817904881
anxious,moods,1,4.09,4.09,1.68,10.21,2,,0.6375704994124751,0.9956616643936403,0.6054520571515674,0.9880418408484686
apathetic,moods,1,2.84,2.84,1.62,14.6,2,,0.588252404524434,0.9960063330588802,0.6014584714458102,0.9892453466142926
apprehensive,moods,1,3.03,3.03,1.97,11.45,3,,0.5627419905316445,0.9957474277865502,0.7144744460071836,0.9881774811517625
authoritative,moods,1,3.4,3.4,1.68,11.72,3,,0.6442491960140967,0.9952350335736428,0.5646876600526628,0.989573495728629
bitter,moods,1,4.21,4.21,2.93,8.81,12,12.0,0.580504753897267,0.9957986147172989,0.6307244492428643,0.9879336101668221
blunt,moods,1,3.9,3.9,3.07,11.05,9,,0.6271996147209599,0.9956271609952373,0.6051259168556758,0.9875830269995189
boastful,moods,1,2.5,2.5,2.48,9.0,1,,0.6911491083521997,0.9962195811733123,0.6457102625142961,0.9888673595019749
bold,moods,1,4.26,4.26,2.43,9.21,4,9.0,0.6244086017531734,0.9956900131317877,0.5649764019818533,0.9868057682400658
cheerful,moods,1,3.6,3.6,2.34,7.68,2,,0.6552688777446747,0.9954727368970071,0.5420795303015482,0.98917289574941
cold,moods,1,5.02,5.02,3.85,3.95,16,11.0,0.6233427976408312,0.9955722651173992,0.6105447234142394,0.9869479338328043
confident,moods,1,4.43,4.43,2.62,9.58,3,,0.6344939234756655,0.9955512227550629,0.5910471386852718,0.987048728125436
contemplative,moods,1,2.89,2.89,1.78,13.0,2,7.0,0.5647799478423211,0.9955781909727281,0.5470112037091028,0.9891803037552607
cryptic,moods,1,3.23,3.23,2.36,11.78,3,,0.6445901389083555,0.9958864335090883,0.6477395544449488,0.9884122922306969
curious,moods,1,4.45,4.45,1.75,6.64,3,,0.591906891715142,0.9953077493175384,0.6707144613776889,0.9876856803894043
cynical,moods,1,3.59,3.59,1.64,13.44,1,,0.5869856169146876,0.9958232948856969,0.5894190016246977,0.9875739670935131
deadpan,moods,1,2.64,2.64,,15.36,2,,0.6294731367980281,0.9963434088614679,0.6111021176690147,0.9882564658210391
defensive,moods,1,4.38,4.38,2.07,9.89,3,5.0,0.6039993618765185,0.9958955953198094,0.5892670764809563,0.9877068144934518
defiant,moods,1,3.21,3.21,2.07,10.45,1,,0.647732439060365,0.9958609938621521,0.5613113762367339,0.9877176597004845
deflated,moods,1,2.9,2.9,,,7,,0.6268964082964005,0.9959230422973633,0.5930580227147966,0.9869015756107512
detached,moods,1,3.79,3.79,2.56,,9,,0.5988364325415704,0.9952246392926862,0.5938598776147479,0.9888495093300229
detachedly amused,moods,2,3.53,0.0,1.96,7.83,3,,0.5351919224185329,0.9962690030374834,0.6068710613818395,0.9883160960106623
detachedly cynical,moods,2,3.59,0.0,1.64,13.44,1,,0.5874084234237671,0.9962856288879148,0.5706363916397095,0.9873871036938259
distrustful,moods,1,2.6,2.6,1.55,11.62,1,,0.5965514399351612,0.9960375197472111,0.6459159680775234,0.9864088694254557
dramatic,moods,1,4.41,4.41,2.12,8.72,4,,0.6138323819445025,0.9957350011794798,0.613013010649454,0.989063214688074
earnest,moods,1,3.66,3.66,2.24,10.22,4,6.0,0.6175579548843445,0.9954224690314262,0.6572464002030236,0.9880761589322772
ebullient,moods,1,2.17,2.17,,16.5,1,,0.6065276697758706,0.9960791699347957,0.5587461200498399,0.9869781477110726
ecstatic,moods,1,3.37,3.37,2.41,13.26,1,,0.6106356540995259,0.9956051226585142,0.6267094221853075,0.9886377766018822
encouraging,moods,1,4.14,4.14,2.0,7.89,5,,0.6628516874005718,0.9955358755203986,0.5587621196394875,0.9888439036550976
energetic,moods,1,3.71,3.71,2.83,6.9,2,,0.6368182604351351,0.9957099133922208,0.5822713616348448,0.9892361618223644
enthusiastic,moods,1,3.84,3.84,2.76,9.17,1,,0.6190414106653582,0.9957786510067601,0.5783649711381822,0.9887581779843285
evasive,moods,1,3.04,3.04,1.97,12.5,2,,0.6397314254314669,0.9958443833935645,0.5921365320682526,0.9883390154157367
fatalistic,moods,1,2.28,2.28,2.04,13.65,1,,0.6101673577101,0.9959043091343295,0.6255860775709152,0.9870901618685041
flippant,moods,1,2.59,2.59,,13.88,1,,0.6229459220363248,0.996173995156442,0.6653981230088643,0.9875309836296808
fuming,moods,1,2.95,2.95,2.52,,4,,0.5638162070705045,0.9958563831544691,0.6438877944435392,0.9849286051023574
gentle,moods,1,4.17,4.17,2.53,4.89,10,,0.6478457301855087,0.9954299196120231,0.6380145450433096,0.9877295891443888
gloomy,moods,1,3.39,3.39,2.52,9.28,3,,0.5977120759987062,0.9957703217383354,0.563311850031217,0.9889079105286371
gracious,moods,1,3.59,3.59,2.17,8.5,4,,0.6561996537831521,0.9954086965130221,0.6647799327259972,0.9870146654901051
haughty,moods,1,2.68,2.68,1.67,12.79,1,,0.6401842496087474,0.9962767631776871,0.6126466585057122,0.9884549492881411
hesitant,moods,1,3.41,3.41,1.88,11.22,1,,0.5742882394021557,0.9957754438923251,0.5589426871946281,0.9888966225442433
hopeful,moods,1,3.79,3.79,1.7,6.84,3,8.0,0.6336646906791195,0.9954097386329405,0.6116425359532947,0.9874591032663981
hostile,moods,1,4.07,4.07,2.62,9.9,6,7.0,0.618411136250342,0.9956409488954852,0.611500756371589,0.9865422220457167
humorous,moods,1,3.6,3.6,2.23,8.56,1,,0.6648755212945323,0.9960201478773548,0.5392356741996038,0.9901792548951649
indifferent,moods,1,3.44,3.44,1.89,10.47,10,,0.6003039690756029,0.9956100679213001,0.6223151776052657,0.9888104030064174
inspirational,moods,1,3.75,3.75,1.56,10.26,1,,0.6313968993002369,0.9956761810087389,0.539788394456818,0.9880554051626296
introspective,moods,1,2.9,2.9,1.52,13.57,1,,0.5939611557029909,0.9958951242508427,0.5080535936923254,0.9874929388364156
ironic,moods,1,3.8,3.8,1.57,11.78,2,,0.6568678136794798,0.9959198851739207,0.6097548582724163,0.9889229621206012
irrational,moods,1,3.56,3.56,1.79,11.28,3,7.0,0.6242897938336095,0.9955077017507246,0.595156063636144,0.9894171669369652
irritated,moods,1,3.5,3.5,,,4,,0.5904679226298486,0.9958968181763926,0.6176358610391617,0.9891403998647418
jovial,moods,1,2.74,2.74,2.81,11.33,1,,0.6336854239625316,0.995849605529539,0.5744308133920034,0.9883290245419457
lethargic,moods,1,2.78,2.78,2.61,12.11,1,,0.6470016957290711,0.99621965231434,0.5982972156433832,0.9870518587884449
lighthearted,moods,1,2.86,2.86,2.0,11.8,1,,0.6382375869058794,0.9960125492465112,0.5343225548664728,0.9880758013044085
lugubrious,moods,1,2.02,2.02,,18.22,1,,0.5895567483478977,0.9965025148084087,0.7153096560920987,0.9879194129080999
matter-of-fact,moods,1,5.09,5.09,,,2,,0.6206693836758214,0.9955968645311171,0.6398919423421224,0.9882933412279401
matter-of-factly humorous,moods,2,3.6,2.34,2.23,8.56,1,,0.6284726415911028,0.9971490829221664,0.40044855645724703,0.9914651938847133
melancholic,moods,1,2.75,2.75,1.89,12.94,2,10.0,0.5830950400521678,0.9959650001218242,0.6238749942609242,0.9878545942760649
melodramatic,moods,1,2.94,2.94,2.08,10.89,2,,0.6253581152808282,0.996442275662576,0.6248329813991275,0.9887800699188596
mischievous,moods,1,3.15,3.15,2.37,9.17,2,,0.6795803976635779,0.9964670269720016,0.5636515972160158,0.9873791819527036
mocking,moods,1,3.55,3.55,,,4,,0.6090327078296293,0.9958480288905482,0.6198623719669524,0.9886460077194941
modest,moods,1,4.03,4.03,2.21,10.68,7,,0.6226451074884783,0.9951012115324697,0.6300686108214515,0.9875748157501221
morose,moods,1,2.44,2.44,,13.0,1,,0.5894596990077726,0.9959437193409089,0.6531957905916941,0.9885529563540504
mournful,moods,1,2.73,2.73,2.1,9.94,2,,0.5916585167569499,0.9960130049336341,0.6003303400107792,0.9888566874322438
naïve,moods,1,3.07,3.07,,,0,,0.6213469649514844,0.9957667935279108,0.6801591153655734,0.9892960162389846
nostalgic,moods,1,3.45,3.45,1.88,12.11,1,,0.6483583344567206,0.9955596693100468,0.6037202282320886,0.9871172819818769
oblivious,moods,1,3.31,3.31,1.93,12.56,2,,0.6179607164475226,0.9958339102806584,0.6089843930233092,0.9890414873758951
obsequious,moods,1,2.14,2.14,,15.09,2,,0.6355594545602798,0.9961413202747222,0.6318779623224622,0.9880985731170291
optimistic,moods,1,3.87,3.87,2.0,11.42,2,,0.6312590193363928,0.9954224651859652,0.5352308196680886,0.9878611025356111
overjoyed,moods,1,2.97,2.97,2.5,9.68,2,,0.5965067883653026,0.9960663433997862,0.6061762706154868,0.9880624668938773
passionate,moods,1,4.09,4.09,1.48,11.28,1,,0.6199610699569026,0.9957593640973491,0.5681336089259102,0.988287437529791
pedantic,moods,1,2.66,2.66,2.08,13.54,1,,0.6328421917653853,0.996105182555414,0.6149379724547976,0.9885638526507786
pessimistic,moods,1,3.25,3.25,1.63,11.63,1,,0.5924266096084349,0.9959938987608878,0.5686944999865123,0.9882103006045023
philosophical,moods,1,3.95,3.95,1.66,12.26,2,,0.619648247476547,0.9953730144808369,0.5261166017679941,0.9888989584786552
playful,moods,1,3.53,3.53,2.63,6.22,1,,0.6592922128977314,0.9957097115055207,0.5592663529373351,0.9889505250113351
provocative,moods,1,3.44,3.44,1.9,12.21,2,,0.6520028287364591,0.9956057360095363,0.5995840416068122,0.9876110213143485
reassuring,moods,1,3.4,3.4,1.97,,3,,0.6421606112872401,0.9957856958912265,0.5625655714954648,0.9877502435729617
relaxed,moods,1,4.01,4.01,2.5,7.63,9,,0.6066349687114838,0.9954576376945742,0.49059914407275973,0.9878450007665724
resigned,moods,1,4.04,4.04,2.17,,4,,0.5953810176541728,0.9957388254903978,0.6166042877095086,0.9880785147349039
reverent,moods,1,2.46,2.46,1.5,11.5,2,,0.646858292721933,0.9959243459086264,0.5994057286353338,0.9872076993896848
romantic,moods,1,4.43,4.43,1.93,8.11,5,9.0,0.6771880633408024,0.9958107183056493,0.638436570763588,0.9878520312763396
sarcastic,moods,1,3.6,3.6,2.18,11.05,1,,0.6832566967894954,0.9966023814293646,0.546808429417156,0.9899584537460691
sarcastically playful,moods,2,3.53,2.94,2.63,6.22,1,,0.6368083155924275,0.9968607464144307,0.5930780959980828,0.9896037720498585
scornful,moods,1,2.29,2.29,2.04,10.67,1,,0.6169520371383236,0.9960772414361277,0.6652394228038334,0.9895259539286295
self-deprecating,moods,1,2.77,2.77,,,1,,0.6593008473996194,0.9963032603263855,0.6189700237342289,0.9877149945213681
serene,moods,1,3.27,3.27,2.07,11.38,2,,0.6288146886133379,0.9955063481484691,0.569797789766675,0.9869109704380944
shy,moods,1,4.16,4.16,2.52,5.32,6,7.0,0.6107949201137789,0.9962273913045083,0.5816932256732669,0.9891310561270941
sincere,moods,1,3.84,3.84,1.81,8.79,2,,0.6373331642919972,0.995187432535233,0.609049203140395,0.9886148316519601
skeptical,moods,1,3.68,3.68,1.7,10.74,2,,0.6209463808805712,0.9954553631044203,0.5531768323410124,0.9885155785651434
skeptically hopeful,moods,2,3.79,2.1,1.7,6.84,3,8.0,0.6168077881297758,0.9960581967907567,0.5774529625972112,0.9889847834904989
snarky,moods,1,2.83,2.83,1.67,16.56,0,,0.6411571262344238,0.9965481719663066,0.5507818283069701,0.989686043489547
somber,moods,1,3.05,3.05,2.03,11.8,2,,0.607136361060604,0.9955161002374464,0.6419207517589841,0.9872218171755472
stern,moods,1,3.9,3.9,2.86,9.47,7,11.0,0.6141844314913596,0.9960342222644437,0.5739152275380635,0.9888089866865248
stoic,moods,1,3.15,3.15,2.19,14.0,4,10.0,0.6500297419486507,0.9961114545022288,0.6371788588308153,0.9882812954130626
subtle,moods,1,4.08,4.08,1.72,11.63,3,,0.6243932795140051,0.9954227228318492,0.5629475194783438,0.987170778569721
tense,moods,1,3.95,3.95,2.35,9.35,8,6.0,0.6347390297920473,0.9957323228159258,0.6168979647613707,0.9880233463786897
thoughtful,moods,1,3.83,3.83,1.96,9.0,5,,0.6074131568593364,0.9952121761537367,0.5734819241222882,0.9871581934747242
triumphant,moods,1,3.37,3.37,2.0,8.89,2,,0.5903496492293573,0.9958776870081502,0.5685987614450001,0.9877845503035045
vexed,moods,1,2.81,2.81,2.04,,7,,0.588621104436536,0.9960642880009066,0.61286361515522,0.9872929737681434
vindictive,moods,1,2.98,2.98,2.19,14.17,2,,0.6255140299758604,0.9963126663238772,0.6280419805220195,0.9858161636761257
warmhearted,moods,1,1.81,1.81,1.9,9.44,1,,0.6689098962853032,0.9959925874587028,0.6216734789666676,0.9866789863223121
whimsical,moods,1,3.1,3.1,1.93,11.11,1,,0.6371004023859578,0.9960331955263692,0.5282799431255886,0.9884919609342303
wistful,moods,1,2.71,2.71,2.07,11.53,1,,0.5828023461564895,0.9959868250354644,0.6532729857024693,0.9877614208630153
witty,moods,1,3.56,3.56,2.21,10.32,1,,0.6441334404291645,0.9960534399555575,0.5702847774539676,0.9891710905801683
bacteria,fears,1,4.19,4.19,4.14,9.28,1,7.0,,,,
bad breath,fears,2,4.52,4.52,4.36,5.81,5,10.0,,,,
bathing,fears,1,3.68,3.68,4.07,3.84,6,10.0,,,,
beards,fears,1,3.29,3.29,,,6,9.0,,,,
becoming blind,fears,2,4.52,4.52,4.03,7.0,10,7.0,,,,
becoming ugly,fears,2,4.42,4.42,3.23,4.17,4,,,,,
being alone,fears,2,5.16,5.16,2.86,4.94,6,,,,,
being forgotten,fears,2,4.4,4.4,1.74,,5,,,,,
being touched,fears,2,4.3,4.3,3.11,,18,,,,,
