concept,source,n_words,zipf_head,zipf_min,conc,aoa,wn_senses,wn_depth,ev_frac_llama8b,val_r_llama8b,ev_frac_falcon3b,val_r_falcon3b
rave,wordnet_noun,1,3.52,3.52,3.48,12.33,5,8.0,,,,
ravel,wordnet_noun,1,2.71,2.71,2.74,,4,11.0,,,,
raven,wordnet_noun,1,3.79,3.79,4.86,8.56,5,13.0,,,,
raver,wordnet_noun,1,2.19,2.19,,,2,10.0,,,,
ravine,wordnet_noun,1,3.15,3.15,4.61,10.61,1,6.0,,,,
raving,wordnet_noun,1,3.15,3.15,2.48,,5,9.0,,,,
ravioli,wordnet_noun,1,2.86,2.86,4.89,6.58,1,6.0,,,,
raw,wordnet_noun,1,4.53,4.53,3.35,7.17,14,6.0,,,,
rawhide,wordnet_noun,1,2.54,2.54,4.35,9.59,1,10.0,,,,
rawness,wordnet_noun,1,2.21,2.21,2.36,8.68,4,8.0,,,,
ray,wordnet_noun,1,4.69,4.69,3.57,6.733253000000001,10,13.0,,,,
rayon,wordnet_noun,1,2.99,2.99,4.04,13.06,1,6.0,,,,
razing,wordnet_noun,1,2.27,2.27,,,3,10.0,,,,
razor,wordnet_noun,1,3.72,3.72,4.9,7.11,2,11.0,,,,
razorback,wordnet_noun,1,2.36,2.36,3.96,12.44,3,15.0,,,,
razz,wordnet_noun,1,2.14,2.14,,11.42,2,6.0,,,,
razzle,wordnet_noun,1,2.37,2.37,2.12,11.28,1,9.0,,,,
rbi,wordnet_noun,1,3.47,3.47,,,1,11.0,,,,
reabsorption,wordnet_noun,1,2.02,2.02,,,1,4.0,,,,
reach,wordnet_noun,1,4.94,4.94,3.7,4.89,13,8.0,,,,
reaching,wordnet_noun,1,4.46,4.46,3.5,,11,8.0,,,,
reactance,wordnet_noun,1,2.1,2.1,,,1,7.0,,,,
reactant,wordnet_noun,1,2.26,2.26,2.65,13.56,1,7.0,,,,
reaction,wordnet_noun,1,4.73,4.73,2.41,8.3,7,8.0,,,,
reactionary,wordnet_noun,1,3.22,3.22,2.04,13.24,2,9.0,,,,
reactivity,wordnet_noun,1,2.89,2.89,2.24,,2,8.0,,,,
reactor,wordnet_noun,1,3.83,3.83,3.68,12.63,2,8.0,,,,
read,wordnet_noun,1,5.54,5.54,3.56,4.11,12,9.0,,,,
readability,wordnet_noun,1,2.75,2.75,2.96,,2,6.0,,,,
reader,wordnet_noun,1,4.34,4.34,3.89,5.37,8,11.0,,,,
readership,wordnet_noun,1,3.12,3.12,2.5,10.6,1,5.0,,,,
readiness,wordnet_noun,1,3.59,3.59,1.64,9.67,4,7.0,,,,
reading,wordnet_noun,1,5.14,5.14,3.71,,19,9.0,,,,
readjustment,wordnet_noun,1,2.24,2.24,2.03,12.67,2,9.0,,,,
readmission,wordnet_noun,1,2.41,2.41,2.52,,1,9.0,,,,
readout,wordnet_noun,1,2.69,2.69,3.85,11.07,3,8.0,,,,
ready,wordnet_noun,1,5.28,5.28,2.07,5.53,8,5.0,,,,
readying,wordnet_noun,1,2.55,2.55,,,3,6.0,,,,
reaffirmation,wordnet_noun,1,2.16,2.16,1.5,13.3,1,8.0,,,,
reagent,wordnet_noun,1,2.88,2.88,,14.0,1,6.0,,,,
real,wordnet_noun,1,5.6,5.6,2.5,4.95,13,9.0,,,,
realisation,wordnet_noun,1,3.2,3.2,,,6,11.0,,,,
realism,wordnet_noun,1,3.69,3.69,1.33,13.47,5,8.0,,,,
realist,wordnet_noun,1,3.26,3.26,2.34,13.48,3,10.0,,,,
reality,wordnet_noun,1,4.89,4.89,1.72,10.05,4,6.0,,,,
realization,wordnet_noun,1,3.72,3.72,1.54,11.33,6,11.0,,,,
reallocation,wordnet_noun,1,2.3,2.3,2.34,16.24,2,7.0,,,,
realm,wordnet_noun,1,4.06,4.06,2.96,10.78,3,7.0,,,,
realness,wordnet_noun,1,2.48,2.48,2.41,6.71,1,6.0,,,,
realpolitik,wordnet_noun,1,2.25,2.25,,,1,10.0,,,,
realty,wordnet_noun,1,3.36,3.36,3.26,11.4,1,5.0,,,,
ream,wordnet_noun,1,2.44,2.44,3.44,12.71,5,5.0,,,,
reaper,wordnet_noun,1,3.3,3.3,3.57,11.37,3,13.0,,,,
reappearance,wordnet_noun,1,2.62,2.62,2.55,10.11,2,8.0,,,,
reapportionment,wordnet_noun,1,2.1,2.1,,13.67,1,7.0,,,,
reappraisal,wordnet_noun,1,2.32,2.32,1.89,14.1,1,8.0,,,,
rear,wordnet_noun,1,4.43,4.43,3.59,6.89,11,9.0,,,,
rearguard,wordnet_noun,1,2.53,2.53,,13.17,1,9.0,,,,
rearing,wordnet_noun,1,3.1,3.1,,,8,8.0,,,,
rearmament,wordnet_noun,1,2.25,2.25,,14.5,1,9.0,,,,
rearrangement,wordnet_noun,1,2.72,2.72,3.28,9.39,1,10.0,,,,
rearward,wordnet_noun,1,2.35,2.35,,11.22,4,10.0,,,,
reason,wordnet_noun,1,5.32,5.32,1.93,7.84,9,8.0,,,,
reasonableness,wordnet_noun,1,2.53,2.53,1.93,11.59,5,8.0,,,,
reasoning,wordnet_noun,1,4.01,4.01,1.39,10.14,5,7.0,,,,
reassembly,wordnet_noun,1,2.06,2.06,3.07,,1,11.0,,,,
reassessment,wordnet_noun,1,2.61,2.61,2.19,13.5,1,8.0,,,,
reassignment,wordnet_noun,1,2.89,2.89,1.9,10.44,1,9.0,,,,
reassurance,wordnet_noun,1,3.27,3.27,1.85,10.68,1,8.0,,,,
rebate,wordnet_noun,1,3.31,3.31,3.21,12.21,5,9.0,,,,
rebel,wordnet_noun,1,4.08,4.08,3.07,9.95,5,13.0,,,,
rebellion,wordnet_noun,1,3.94,3.94,2.93,10.0,2,7.0,,,,
rebelliousness,wordnet_noun,1,2.0,2.0,2.03,11.37,2,7.0,,,,
rebirth,wordnet_noun,1,3.4,3.4,2.21,10.0,4,9.0,,,,
rebound,wordnet_noun,1,3.53,3.53,2.69,9.39,5,7.0,,,,
rebroadcast,wordnet_noun,1,2.32,2.32,3.08,10.21,2,5.0,,,,
rebuff,wordnet_noun,1,2.34,2.34,2.15,13.0,4,8.0,,,,
rebuilding,wordnet_noun,1,3.71,3.71,,,2,11.0,,,,
rebuke,wordnet_noun,1,3.1,3.1,2.07,13.0,2,6.0,,,,
rebus,wordnet_noun,1,2.53,2.53,,,1,7.0,,,,
rebuttal,wordnet_noun,1,3.1,3.1,2.93,14.44,2,9.0,,,,
recall,wordnet_noun,1,4.4,4.4,2.14,11.45,12,11.0,,,,
recap,wordnet_noun,1,3.45,3.45,2.48,9.83,3,10.0,,,,
recapitulation,wordnet_noun,1,2.22,2.22,,14.33,4,9.0,,,,
recapture,wordnet_noun,1,3.2,3.2,3.07,10.42,6,8.0,,,,
recasting,wordnet_noun,1,2.37,2.37,2.24,,4,7.0,,,,
recce,wordnet_noun,1,2.22,2.22,,,1,10.0,,,,
receding,wordnet_noun,1,2.97,2.97,,,6,7.0,,,,
receipt,wordnet_noun,1,3.92,3.92,4.86,8.53,4,6.0,,,,
receipts,wordnet_noun,1,3.69,3.69,4.52,,5,6.0,,,,
receivables,wordnet_noun,1,2.64,2.64,3.0,,1,5.0,,,,
receiver,wordnet_noun,1,4.09,4.09,3.66,10.17,6,11.0,,,,
receivership,wordnet_noun,1,2.74,2.74,,14.93,3,8.0,,,,
recency,wordnet_noun,1,2.14,2.14,,14.33,2,8.0,,,,
receptacle,wordnet_noun,1,2.87,2.87,4.58,10.24,3,7.0,,,,
reception,wordnet_noun,1,4.23,4.23,2.93,9.17,5,9.0,,,,
receptionist,wordnet_noun,1,3.26,3.26,4.36,9.95,1,10.0,,,,
receptivity,wordnet_noun,1,2.11,2.11,1.78,12.18,1,7.0,,,,
receptor,wordnet_noun,1,3.79,3.79,4.04,12.3,2,6.0,,,,
recess,wordnet_noun,1,3.53,3.53,3.07,6.33,8,8.0,,,,
recession,wordnet_noun,1,3.85,3.85,2.42,13.74,5,11.0,,,,
recessive,wordnet_noun,1,2.91,2.91,2.04,13.06,3,9.0,,,,
recidivism,wordnet_noun,1,2.69,2.69,,15.8,1,8.0,,,,
recipe,wordnet_noun,1,4.23,4.23,4.43,6.95,1,5.0,,,,
recipient,wordnet_noun,1,3.94,3.94,3.86,7.89,2,8.0,,,,
reciprocal,wordnet_noun,1,3.22,3.22,2.46,11.8,5,8.0,,,,
reciprocation,wordnet_noun,1,2.25,2.25,2.35,12.65,3,8.0,,,,
reciprocity,wordnet_noun,1,3.04,3.04,2.34,14.83,2,8.0,,,,
recirculation,wordnet_noun,1,2.24,2.24,2.89,12.17,1,13.0,,,,
recital,wordnet_noun,1,3.28,3.28,3.86,6.95,5,8.0,,,,
recitation,wordnet_noun,1,2.9,2.9,3.08,13.56,4,9.0,,,,
recitative,wordnet_noun,1,2.19,2.19,,,1,7.0,,,,
recklessness,wordnet_noun,1,2.78,2.78,2.11,10.68,1,5.0,,,,
reckoning,wordnet_noun,1,3.28,3.28,1.86,12.89,9,9.0,,,,
reclamation,wordnet_noun,1,3.14,3.14,2.28,13.37,3,11.0,,,,
recliner,wordnet_noun,1,2.57,2.57,4.68,6.11,1,11.0,,,,
reclining,wordnet_noun,1,2.91,2.91,4.0,8.79,4,8.0,,,,
recluse,wordnet_noun,1,2.92,2.92,3.28,11.28,2,9.0,,,,
recognition,wordnet_noun,1,4.47,4.47,2.39,9.5,8,9.0,,,,
recognizance,wordnet_noun,1,2.29,2.29,,13.73,1,6.0,,,,
recoil,wordnet_noun,1,3.19,3.19,3.55,10.74,6,6.0,,,,
recollection,wordnet_noun,1,3.28,3.28,2.07,10.61,3,7.0,,,,
recombinant,wordnet_noun,1,2.94,2.94,,16.06,2,6.0,,,,
recombination,wordnet_noun,1,2.97,2.97,2.12,12.5,2,7.0,,,,
recommendation,wordnet_noun,1,4.09,4.09,2.87,10.86,3,6.0,,,,
recompense,wordnet_noun,1,2.62,2.62,,13.35,4,10.0,,,,
reconciliation,wordnet_noun,1,3.72,3.72,2.19,10.82,2,7.0,,,,
reconnaissance,wordnet_noun,1,3.45,3.45,2.04,12.78,1,9.0,,,,
reconsideration,wordnet_noun,1,2.65,2.65,1.59,12.0,2,8.0,,,,
reconstruction,wordnet_noun,1,3.96,3.96,3.17,11.95,4,10.0,,,,
record,wordnet_noun,1,5.21,5.21,4.15,6.3,13,10.0,,,,
recorder,wordnet_noun,1,3.71,3.71,4.43,8.37,4,11.0,,,,
recording,wordnet_noun,1,4.51,4.51,3.68,7.0,8,8.0,,,,
recount,wordnet_noun,1,3.24,3.24,2.26,8.84,3,9.0,,,,
recounting,wordnet_noun,1,2.97,2.97,,,3,9.0,,,,
recourse,wordnet_noun,1,3.29,3.29,2.0,13.35,2,7.0,,,,
recovery,wordnet_noun,1,4.58,4.58,2.68,8.05,3,8.0,,,,
recreation,wordnet_noun,1,4.04,4.04,2.82,8.83,2,12.0,,,,
recrimination,wordnet_noun,1,2.2,2.2,,14.47,1,8.0,,,,
recruit,wordnet_noun,1,3.89,3.89,3.48,10.68,5,12.0,,,,
recruiter,wordnet_noun,1,3.26,3.26,4.0,,2,10.0,,,,
recruitment,wordnet_noun,1,4.0,4.0,2.48,10.5,1,7.0,,,,
rectangle,wordnet_noun,1,3.24,3.24,4.76,5.0,1,9.0,,,,
rectification,wordnet_noun,1,2.55,2.55,2.0,14.8,4,9.0,,,,
rectifier,wordnet_noun,1,2.51,2.51,2.56,,2,8.0,,,,
rectitude,wordnet_noun,1,2.18,2.18,,13.0,1,6.0,,,,
recto,wordnet_noun,1,2.24,2.24,,,1,10.0,,,,
rector,wordnet_noun,1,3.34,3.34,,13.17,1,10.0,,,,
rectory,wordnet_noun,1,2.88,2.88,,14.31,1,10.0,,,,
rectum,wordnet_noun,1,2.96,2.96,4.92,9.84,1,5.0,,,,
rectus,wordnet_noun,1,2.19,2.19,,13.21,1,8.0,,,,
recuperation,wordnet_noun,1,2.64,2.64,2.96,11.53,1,6.0,,,,
recurrence,wordnet_noun,1,3.2,3.2,2.0,11.79,1,7.0,,,,
recursion,wordnet_noun,1,2.65,2.65,,,1,8.0,,,,
recusal,wordnet_noun,1,2.14,2.14,,,1,8.0,,,,
recycling,wordnet_noun,1,3.76,3.76,3.25,10.53,3,7.0,,,,
red,wordnet_noun,1,5.32,5.32,4.24,3.68,7,8.0,,,,
redact,wordnet_noun,1,2.02,2.02,2.58,,3,10.0,,,,
redaction,wordnet_noun,1,2.29,2.29,,,2,10.0,,,,
redeemer,wordnet_noun,1,3.01,3.01,2.89,11.22,2,11.0,,,,
redefinition,wordnet_noun,1,2.39,2.39,2.38,12.39,1,7.0,,,,
redemption,wordnet_noun,1,3.82,3.82,1.88,10.89,3,9.0,,,,
redeployment,wordnet_noun,1,2.36,2.36,2.72,15.38,1,8.0,,,,
redevelopment,wordnet_noun,1,3.44,3.44,2.14,13.11,1,9.0,,,,
redeye,wordnet_noun,1,2.27,2.27,3.77,10.38,1,12.0,,,,
redfish,wordnet_noun,1,2.07,2.07,4.78,,3,17.0,,,,
redhead,wordnet_noun,1,3.23,3.23,4.78,5.79,3,14.0,,,,
rediscovery,wordnet_noun,1,2.51,2.51,1.93,9.72,1,6.0,,,,
redistribution,wordnet_noun,1,3.27,3.27,2.2,12.47,1,6.0,,,,
redneck,wordnet_noun,1,3.13,3.13,3.77,8.61,1,9.0,,,,
redness,wordnet_noun,1,2.95,2.95,4.14,6.17,2,7.0,,,,
redoubt,wordnet_noun,1,2.42,2.42,,12.6,2,8.0,,,,
redox,wordnet_noun,1,2.75,2.75,,,1,6.0,,,,
redress,wordnet_noun,1,3.15,3.15,2.64,12.35,3,10.0,,,,
redshift,wordnet_noun,1,2.46,2.46,,,1,7.0,,,,
reducer,wordnet_noun,1,2.32,2.32,,12.72,2,8.0,,,,
reducing,wordnet_noun,1,4.36,4.36,2.5,,22,6.0,,,,
reductase,wordnet_noun,1,2.71,2.71,,,1,12.0,,,,
reductio,wordnet_noun,1,2.01,2.01,,,1,7.0,,,,
reduction,wordnet_noun,1,4.39,4.39,2.75,11.26,3,8.0,,,,
reductionism,wordnet_noun,1,2.1,2.1,1.52,,2,9.0,,,,
redundancy,wordnet_noun,1,3.32,3.32,2.39,14.53,4,8.0,,,,
reduplication,wordnet_noun,1,2.02,2.02,,,4,8.0,,,,
redwing,wordnet_noun,1,2.01,2.01,,,2,14.0,,,,
redwood,wordnet_noun,1,3.22,3.22,4.96,,2,9.0,,,,
reed,wordnet_noun,1,4.07,4.07,4.7,8.779397000000001,5,13.0,,,,
reef,wordnet_noun,1,3.83,3.83,4.7,9.72,6,6.0,,,,
reefer,wordnet_noun,1,2.66,2.66,4.54,13.76,1,11.0,,,,
reek,wordnet_noun,1,2.76,2.76,3.0,8.71,5,9.0,,,,
reel,wordnet_noun,1,3.68,3.68,4.14,9.12,9,14.0,,,,
reelection,wordnet_noun,1,3.32,3.32,2.5,11.25,1,8.0,,,,
reenactment,wordnet_noun,1,2.67,2.67,3.07,10.5,1,10.0,,,,
reentry,wordnet_noun,1,2.83,2.83,3.14,11.95,1,9.0,,,,
reevaluation,wordnet_noun,1,2.3,2.3,2.07,12.17,1,9.0,,,,
reeve,wordnet_noun,1,2.91,2.91,,,4,15.0,,,,
reexamination,wordnet_noun,1,2.03,2.03,2.5,12.56,2,9.0,,,,
ref,wordnet_noun,1,3.95,3.95,3.93,7.5,1,9.0,,,,
refectory,wordnet_noun,1,2.29,2.29,,,1,10.0,,,,
referee,wordnet_noun,1,3.86,3.86,4.43,7.61,5,11.0,,,,
refereeing,wordnet_noun,1,2.84,2.84,3.21,7.06,3,7.0,,,,
reference,wordnet_noun,1,4.74,4.74,2.38,8.67,11,10.0,,,,
referendum,wordnet_noun,1,3.98,3.98,2.97,14.44,1,7.0,,,,
referent,wordnet_noun,1,2.31,2.31,,12.64,4,12.0,,,,
referral,wordnet_noun,1,3.6,3.6,2.43,10.84,3,9.0,,,,
refill,wordnet_noun,1,3.24,3.24,3.4,7.37,3,8.0,,,,
refilling,wordnet_noun,1,2.53,2.53,,,2,6.0,,,,
refinement,wordnet_noun,1,3.2,3.2,2.04,11.11,5,8.0,,,,
refiner,wordnet_noun,1,2.28,2.28,2.96,13.0,1,9.0,,,,
refinery,wordnet_noun,1,3.49,3.49,4.59,11.11,1,8.0,,,,
refining,wordnet_noun,1,3.41,3.41,2.3,,7,4.0,,,,
refit,wordnet_noun,1,2.67,2.67,2.72,12.0,2,10.0,,,,
reflectance,wordnet_noun,1,2.47,2.47,,13.53,1,7.0,,,,
reflection,wordnet_noun,1,4.17,4.17,3.29,5.5,8,8.0,,,,
reflectivity,wordnet_noun,1,2.41,2.41,2.52,13.33,3,7.0,,,,
reflector,wordnet_noun,1,3.0,3.0,4.3,8.6,2,13.0,,,,
reflex,wordnet_noun,1,3.44,3.44,3.1,8.17,2,6.0,,,,
reflexive,wordnet_noun,1,2.84,2.84,2.14,11.37,3,9.0,,,,
reflexology,wordnet_noun,1,2.13,2.13,2.7,15.12,2,11.0,,,,
reflux,wordnet_noun,1,2.99,2.99,2.8,15.56,2,9.0,,,,
refocusing,wordnet_noun,1,2.23,2.23,,,4,11.0,,,,
reforestation,wordnet_noun,1,2.5,2.5,3.23,,1,12.0,,,,
reform,wordnet_noun,1,4.53,4.53,2.0,12.74,9,10.0,,,,
reformation,wordnet_noun,1,3.53,3.53,2.07,12.17,3,7.0,,,,
reformatory,wordnet_noun,1,2.45,2.45,3.59,13.07,2,10.0,,,,
reformer,wordnet_noun,1,3.13,3.13,1.92,14.26,2,8.0,,,,
reformist,wordnet_noun,1,2.92,2.92,2.62,13.61,2,8.0,,,,
refraction,wordnet_noun,1,2.77,2.77,2.86,11.82,2,7.0,,,,
refractory,wordnet_noun,1,2.88,2.88,2.68,13.75,4,8.0,,,,
refrain,wordnet_noun,1,3.63,3.63,2.61,10.5,3,5.0,,,,
refresher,wordnet_noun,1,2.92,2.92,2.5,9.95,3,11.0,,,,
refreshment,wordnet_noun,1,2.94,2.94,3.42,7.24,2,12.0,,,,
refrigerant,wordnet_noun,1,2.66,2.66,3.93,13.6,2,4.0,,,,
refrigeration,wordnet_noun,1,3.18,3.18,3.92,7.39,2,11.0,,,,
refrigerator,wordnet_noun,1,3.61,3.61,5.0,4.11,1,11.0,,,,
refueling,wordnet_noun,1,2.93,2.93,3.67,,3,7.0,,,,
refuge,wordnet_noun,1,3.91,3.91,3.37,11.05,4,7.0,,,,
refugee,wordnet_noun,1,3.98,3.98,3.97,10.56,1,10.0,,,,
refund,wordnet_noun,1,3.94,3.94,3.38,9.47,3,9.0,,,,
refurbishment,wordnet_noun,1,3.11,3.11,2.38,13.06,1,6.0,,,,
refusal,wordnet_noun,1,3.83,3.83,2.81,8.37,2,7.0,,,,
refuse,wordnet_noun,1,4.39,4.39,3.04,9.33,7,7.0,,,,
refutation,wordnet_noun,1,2.62,2.62,2.04,14.29,3,8.0,,,,
regaining,wordnet_noun,1,3.06,3.06,,,3,7.0,,,,
regalia,wordnet_noun,1,2.7,2.7,3.78,14.08,2,8.0,,,,
regard,wordnet_noun,1,4.36,4.36,1.79,10.2,10,10.0,,,,
regatta,wordnet_noun,1,2.87,2.87,,13.43,1,8.0,,,,
regency,wordnet_noun,1,3.25,3.25,2.12,12.445405000000001,3,8.0,,,,
regeneration,wordnet_noun,1,3.61,3.61,2.92,11.68,4,11.0,,,,
regent,wordnet_noun,1,3.45,3.45,,15.951558,3,11.0,,,,
reggae,wordnet_noun,1,3.47,3.47,3.41,11.56,1,7.0,,,,
regicide,wordnet_noun,1,2.17,2.17,,,2,12.0,,,,
regime,wordnet_noun,1,4.3,4.3,2.86,13.0,2,7.0,,,,
regimen,wordnet_noun,1,3.29,3.29,2.74,10.84,1,7.0,,,,
regiment,wordnet_noun,1,3.93,3.93,4.0,12.26,4,8.0,,,,
region,wordnet_noun,1,5.0,5.0,3.19,9.14,5,6.0,,,,
regionalism,wordnet_noun,1,2.39,2.39,2.05,13.45,3,11.0,,,,
register,wordnet_noun,1,4.59,4.59,3.87,8.63,17,10.0,,,,
registrant,wordnet_noun,1,2.61,2.61,2.96,,1,7.0,,,,
registrar,wordnet_noun,1,3.37,3.37,3.64,15.06,3,11.0,,,,
registration,wordnet_noun,1,4.32,4.32,3.68,10.62,5,8.0,,,,
registry,wordnet_noun,1,3.77,3.77,3.5,13.0,1,7.0,,,,
regress,wordnet_noun,1,2.63,2.63,2.17,13.22,6,9.0,,,,
regression,wordnet_noun,1,3.5,3.5,1.92,13.95,4,9.0,,,,
regret,wordnet_noun,1,4.37,4.37,1.8,9.61,5,6.0,,,,
regrets,wordnet_noun,1,3.78,3.78,,,6,6.0,,,,
regular,wordnet_noun,1,4.95,4.95,2.4,8.56,17,12.0,,,,
regularity,wordnet_noun,1,3.03,3.03,1.96,11.56,2,6.0,,,,
regularization,wordnet_noun,1,2.26,2.26,1.73,14.55,2,7.0,,,,
regulating,wordnet_noun,1,3.55,3.55,,,5,7.0,,,,
regulation,wordnet_noun,1,4.38,4.38,2.0,11.06,7,7.0,,,,
regulator,wordnet_noun,1,3.62,3.62,3.43,12.38,3,10.0,,,,
regurgitation,wordnet_noun,1,2.39,2.39,3.4,10.3,3,9.0,,,,
rehabilitation,wordnet_noun,1,3.99,3.99,1.81,13.53,4,12.0,,,,
rehash,wordnet_noun,1,2.51,2.51,2.17,12.24,3,6.0,,,,
rehearing,wordnet_noun,1,2.14,2.14,2.39,,2,9.0,,,,
rehearsal,wordnet_noun,1,3.68,3.68,3.2,7.79,2,8.0,,,,
reign,wordnet_noun,1,4.07,4.07,2.37,9.42,5,7.0,,,,
reimbursement,wordnet_noun,1,3.35,3.35,2.85,11.8,1,10.0,,,,
rein,wordnet_noun,1,3.37,3.37,,9.61,6,9.0,,,,
reincarnation,wordnet_noun,1,3.15,3.15,1.63,11.06,3,9.0,,,,
reindeer,wordnet_noun,1,3.32,3.32,4.7,3.58,1,15.0,,,,
reinforcement,wordnet_noun,1,3.43,3.43,2.86,10.35,5,9.0,,,,
reinstatement,wordnet_noun,1,2.99,2.99,2.04,12.42,2,11.0,,,,
reinsurance,wordnet_noun,1,2.82,2.82,,,1,7.0,,,,
reintroduction,wordnet_noun,1,2.71,2.71,2.03,11.32,1,8.0,,,,
reissue,wordnet_noun,1,3.01,3.01,2.15,12.16,3,9.0,,,,
reiteration,wordnet_noun,1,2.05,2.05,2.77,12.64,1,8.0,,,,
reject,wordnet_noun,1,4.03,4.03,2.4,9.53,8,7.0,,,,
rejection,wordnet_noun,1,3.9,3.9,2.25,8.7,4,6.0,,,,
rejoicing,wordnet_noun,1,2.97,2.97,2.63,,6,6.0,,,,
rejoinder,wordnet_noun,1,2.2,2.2,,14.67,2,7.0,,,,
rejuvenation,wordnet_noun,1,2.79,2.79,2.1,12.35,2,11.0,,,,
relapse,wordnet_noun,1,3.32,3.32,2.21,12.89,3,7.0,,,,
relapsing,wordnet_noun,1,2.56,2.56,2.28,,3,7.0,,,,
relatedness,wordnet_noun,1,2.38,2.38,2.03,,1,4.0,,,,
relation,wordnet_noun,1,4.31,4.31,2.11,8.11,6,10.0,,,,
relations,wordnet_noun,1,4.67,4.67,,,7,10.0,,,,
relationship,wordnet_noun,1,5.15,5.15,2.8,9.11,4,4.0,,,,
relative,wordnet_noun,1,4.48,4.48,2.97,6.47,4,7.0,,,,
relativism,wordnet_noun,1,2.68,2.68,1.75,14.94,1,8.0,,,,
relativity,wordnet_noun,1,3.34,3.34,1.7,12.06,2,10.0,,,,
relaxant,wordnet_noun,1,2.26,2.26,2.85,13.06,2,6.0,,,,
relaxation,wordnet_noun,1,3.71,3.71,3.04,9.56,7,10.0,,,,
relaxer,wordnet_noun,1,2.02,2.02,2.83,11.0,1,4.0,,,,
relay,wordnet_noun,1,3.86,3.86,3.48,9.15,7,11.0,,,,
release,wordnet_noun,1,5.09,5.09,3.24,8.53,22,10.0,,,,
relegating,wordnet_noun,1,2.33,2.33,,,5,9.0,,,,
relegation,wordnet_noun,1,3.43,3.43,,,3,9.0,,,,
relevance,wordnet_noun,1,3.75,3.75,1.58,11.56,1,4.0,,,,
relevancy,wordnet_noun,1,2.72,2.72,1.62,11.53,1,4.0,,,,
reliability,wordnet_noun,1,3.92,3.92,1.83,10.06,1,6.0,,,,
reliance,wordnet_noun,1,3.81,3.81,2.2,10.53,2,8.0,,,,
relic,wordnet_noun,1,3.37,3.37,4.07,10.63,2,6.0,,,,
relict,wordnet_noun,1,2.16,2.16,,14.62,2,6.0,,,,
relief,wordnet_noun,1,4.55,4.55,2.45,7.79,11,11.0,,,,
reliever,wordnet_noun,1,3.1,3.1,2.63,10.21,3,11.0,,,,
religion,wordnet_noun,1,4.74,4.74,1.71,7.06,2,9.0,,,,
religiosity,wordnet_noun,1,2.65,2.65,,13.71,1,8.0,,,,
religious,wordnet_noun,1,4.85,4.85,2.5,7.84,5,8.0,,,,
relinquishing,wordnet_noun,1,2.64,2.64,,,6,9.0,,,,
reliquary,wordnet_noun,1,2.3,2.3,,14.0,1,7.0,,,,
relish,wordnet_noun,1,3.32,3.32,3.3,7.83,4,9.0,,,,
relishing,wordnet_noun,1,2.5,2.5,1.62,,2,7.0,,,,
reliving,wordnet_noun,1,2.84,2.84,,,2,6.0,,,,
relocation,wordnet_noun,1,3.57,3.57,2.63,9.95,2,9.0,,,,
reluctance,wordnet_noun,1,3.42,3.42,2.1,11.0,2,7.0,,,,
remainder,wordnet_noun,1,4.03,4.03,3.11,8.0,5,7.0,,,,
remains,wordnet_noun,1,4.8,4.8,3.46,7.873552000000001,6,6.0,,,,
remake,wordnet_noun,1,3.79,3.79,2.93,8.11,2,6.0,,,,
remaking,wordnet_noun,1,2.78,2.78,,,2,6.0,,,,
remand,wordnet_noun,1,2.91,2.91,,12.65,3,9.0,,,,
remark,wordnet_noun,1,3.66,3.66,3.25,8.37,4,8.0,,,,
remarriage,wordnet_noun,1,2.5,2.5,2.15,11.32,1,11.0,,,,
rematch,wordnet_noun,1,3.44,3.44,2.77,9.05,1,7.0,,,,
remediation,wordnet_noun,1,3.03,3.03,,,1,10.0,,,,
remedy,wordnet_noun,1,3.82,3.82,2.96,8.83,4,10.0,,,,
remembering,wordnet_noun,1,3.94,3.94,,,9,6.0,,,,
remembrance,wordnet_noun,1,3.61,3.61,2.4,11.3,2,7.0,,,,
reminder,wordnet_noun,1,4.12,4.12,2.41,7.5,3,9.0,,,,
reminiscence,wordnet_noun,1,2.55,2.55,2.07,11.63,2,7.0,,,,
remission,wordnet_noun,1,3.19,3.19,2.13,13.58,4,10.0,,,,
remit,wordnet_noun,1,3.09,3.09,,15.88,9,10.0,,,,
remittance,wordnet_noun,1,2.62,2.62,2.39,13.67,1,8.0,,,,
remnant,wordnet_noun,1,3.3,3.3,2.89,11.71,2,7.0,,,,
remorse,wordnet_noun,1,3.49,3.49,2.0,11.11,1,7.0,,,,
remote,wordnet_noun,1,4.41,4.41,3.44,7.05,6,7.0,,,,
remoteness,wordnet_noun,1,2.57,2.57,1.96,10.42,2,7.0,,,,
remount,wordnet_noun,1,2.06,2.06,2.63,15.07,4,16.0,,,,
removal,wordnet_noun,1,4.35,4.35,3.0,6.63,2,10.0,,,,
remove,wordnet_noun,1,4.71,4.71,3.14,5.67,9,7.0,,,,
remover,wordnet_noun,1,2.98,2.98,3.68,7.21,2,11.0,,,,
remuneration,wordnet_noun,1,3.26,3.26,,15.79,2,9.0,,,,
render,wordnet_noun,1,3.78,3.78,2.14,12.44,14,9.0,,,,
rendering,wordnet_noun,1,3.79,3.79,2.47,,20,11.0,,,,
rendezvous,wordnet_noun,1,3.32,3.32,2.75,11.79,4,8.0,,,,
rendition,wordnet_noun,1,3.45,3.45,2.42,11.95,4,11.0,,,,
